GENESIS-Tabelle: 036-01-5-B
Gebäude mit Wohnraum und Wohnungen nach Gebäudearten;;;;;;;;;;;
- Stichtag 09.05.2011;;;;;;;;;;;
regionale Ebenen;;;;;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;;;;;
Stichtag: 09.05.2011;;;;;;;;;;;
;;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum
;;;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes;;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes
;;;Wohngebäude (Insgesamt);Wohngebäude (ohne Wohnheime);Wohnheime;sonstige Gebäude mit Wohnraum;;Wohngebäude (Insgesamt);Wohngebäude (ohne Wohnheime);Wohnheime;sonstige Gebäude mit Wohnraum
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
14522110;Eppendorf;1143;1087;1087;-;56;2187;2085;2085;-;102
14522120;Erlau;1117;1068;1068;-;49;1586;1522;1522;-;64
14522130;Falkenau;464;445;445;-;19;1043;1005;1005;-;38
14522140;Flöha, Stadt;1560;1493;1493;-;67;5716;5547;5547;-;169
14522150;Frankenberg/Sa., Stadt;3109;2951;2951;-;158;9010;8657;8657;-;353
14522160;Frankenstein;332;319;319;-;13;518;501;501;-;17
14522170;Frauenstein, Stadt;946;892;892;-;54;1554;1481;1481;-;73
14522180;Freiberg, Stadt;6152;5828;5809;19;324;24819;23855;23356;499;964
14522190;Geringswalde, Stadt;1338;1268;1268;-;70;2683;2550;2550;-;133
14522200;Großhartmannsdorf;825;790;790;-;35;1252;1202;1202;-;50
14522210;Großschirma, Stadt;1841;1785;1785;-;56;2893;2786;2768;18;107
14522220;Großweitzschen;877;846;846;-;31;1531;1476;1476;-;55
14522230;Hainichen, Stadt;2329;2221;2221;-;108;5111;4868;4868;-;243
14522240;Halsbrücke;1581;1534;1534;-;47;2626;2556;2556;-;70
14522250;Hartha, Stadt;1963;1879;1879;-;84;4465;4319;4319;-;146
14522260;Hartmannsdorf;1079;1039;1039;-;40;2462;2358;2358;-;104
14522270;Hilbersdorf;337;334;334;-;3;665;659;659;-;6
14522280;Königsfeld;501;486;486;-;15;685;667;667;-;18
14522290;Königshain-Wiederau;901;868;868;-;33;1316;1277;1277;-;39
14522300;Kriebstein;773;753;753;-;20;1159;1127;1127;-;32
14522310;Leisnig, Stadt;1748;1678;1678;-;70;3763;3583;3583;-;180
14522320;Leubsdorf;966;941;941;-;25;1849;1806;1806;-;43
14522330;Lichtenau;2475;2414;2414;-;61;3635;3552;3552;-;83
14522340;Lichtenberg/Erzgeb.;735;708;708;-;27;1310;1245;1245;-;65
14522350;Lunzenau, Stadt;1431;1369;1369;-;62;2586;2457;2457;-;129
14522360;Mittweida, Stadt;3234;3057;3044;13;177;9756;9338;8929;409;418
14522370;Mochau;831;820;820;-;11;1134;1108;1108;-;26
14522380;Mühlau;681;657;657;-;24;1110;1069;1069;-;41
14522390;Mulda/Sa.;723;687;687;-;36;1296;1237;1237;-;59
14522400;Neuhausen/Erzgeb.;869;816;816;-;53;1547;1466;1466;-;81
14522410;Niederstriegis;389;373;373;-;16;581;565;565;-;16
14522420;Niederwiesa;1431;1395;1395;-;36;2539;2454;2454;-;85
14522430;Oberschöna;1109;1075;1075;-;34;1598;1551;1551;-;47
14522440;Oederan, Stadt;1904;1815;1815;-;89;4135;3949;3949;-;186
14522450;Ostrau;1222;1168;1168;-;54;1983;1890;1890;-;93
14522460;Penig, Stadt;2553;2422;2422;-;131;5320;5101;5101;-;219
14522470;Rechenberg-Bienenmühle;671;631;631;-;40;1174;1110;1110;-;64
14522480;Reinsberg;1007;954;954;-;53;1496;1409;1409;-;87
14522490;Rochlitz, Stadt;1344;1255;1255;-;89;3692;3477;3477;-;215
14522500;Rossau;1090;1042;1042;-;48;1798;1730;1730;-;68
14522510;Roßwein, Stadt;1788;1699;1699;-;89;4109;3928;3860;68;181
14522520;Sayda, Stadt;536;504;504;-;32;945;898;898;-;47
14522530;Seelitz;671;641;641;-;30;924;870;870;-;54
14522540;Striegistal;1599;1536;1536;-;63;2360;2279;2279;-;81
14522550;Taura;750;725;722;3;25;1331;1265;1256;9;66
14522570;Waldheim, Stadt;1777;1689;1689;-;88;4801;4635;4597;38;166
14522580;Wechselburg;646;622;622;-;24;1030;982;982;-;48
14522590;Weißenborn/Erzgeb.;624;604;604;-;20;1302;1272;1272;-;30
14522600;Zettlitz;278;269;269;-;9;397;381;381;-;16
14522610;Ziegra-Knobelsdorf;703;678;678;-;25;1009;972;972;-;37
14522620;Zschaitz-Ottewig;477;474;474;-;3;685;682;682;-;3
14523010;Adorf/Vogtl., Stadt;1530;1453;1453;-;77;3220;3066;3066;-;154
14523020;Auerbach/Vogtl., Stadt;4277;4052;4052;-;225;11405;10898;10898;-;507
14523030;Bad Brambach;808;753;753;-;55;1196;1108;1108;-;88
14523040;Bad Elster, Stadt;1030;942;942;-;88;2514;2344;2326;18;170
14523050;Bergen;354;345;345;-;9;566;548;548;-;18
14523060;Bösenbrunn;435;429;429;-;6;571;561;561;-;10
14523070;Burgstein;-;-;-;-;-;-;-;-;-;-
14523080;Eichigt;473;467;467;-;6;636;620;620;-;16
14523090;Ellefeld;793;748;748;-;45;1609;1532;1532;-;77
14523100;Elsterberg, Stadt;1201;1124;1124;-;77;2743;2588;2503;85;155
14523110;Erlbach;610;590;590;-;20;906;880;880;-;26
14523120;Falkenstein/Vogtl., Stadt;2207;2095;2095;-;112;5513;5239;5239;-;274
14523130;Grünbach, Höhenluftkurort;585;566;563;3;19;858;829;820;9;29
14523140;Hammerbrücke;-;-;-;-;-;-;-;-;-;-
14523150;Heinsdorfergrund;681;666;666;-;15;1042;1018;1018;-;24
14523160;Klingenthal, Stadt;2250;2149;2149;-;101;5121;4884;4859;25;237
14523170;Lengenfeld, Stadt;2226;2111;2111;-;115;4176;3942;3931;11;234
14523180;Leubnitz;-;-;-;-;-;-;-;-;-;-
14523190;Limbach;526;504;504;-;22;764;735;735;-;29
14523200;Markneukirchen, Stadt;1789;1667;1667;-;122;3806;3565;3538;27;241
14523210;Mehltheuer;-;-;-;-;-;-;-;-;-;-
14523220;Morgenröthe-Rautenkranz;-;-;-;-;-;-;-;-;-;-
14523230;Mühlental;511;491;491;-;20;661;641;641;-;20
14523240;Mühltroff, Stadt;539;520;520;-;19;970;926;926;-;44
14523245;Muldenhammer;1096;1048;1048;-;48;1865;1781;1781;-;84
14523250;Mylau, Stadt;822;791;791;-;31;1833;1759;1759;-;74
14523260;Netzschkau, Stadt;1241;1172;1172;-;69;2504;2361;2361;-;143
14523270;Neuensalz;752;743;743;-;9;1129;1105;1105;-;24
14523280;Neumark;941;910;910;-;31;1658;1594;1594;-;64
14523290;Neustadt/Vogtl.;345;330;330;-;15;529;514;514;-;15
14523300;Oelsnitz/Vogtl., Stadt;2824;2642;2642;-;182;6628;6226;6148;78;402
14523310;Pausa-Mühltroff, Stadt;1227;1165;1165;-;62;1932;1815;1815;-;117
14523320;Plauen, Stadt;11095;10661;10658;3;434;42003;40785;40742;43;1218
14523330;Pöhl;787;763;763;-;24;1399;1369;1369;-;30
14523340;Reichenbach im Vogtland, Stadt;4169;3917;3917;-;252;12904;12350;12350;-;554
14523350;Reuth;337;328;328;-;9;466;451;451;-;15
14523360;Rodewisch, Stadt;1794;1733;1733;-;61;3920;3808;3808;-;112
14523365;Rosenbach/Vogtl.;1411;1341;1341;-;70;2319;2219;2219;-;100
14523370;Schöneck/Vogtl., Stadt;950;912;912;-;38;1957;1877;1877;-;80
14523380;Steinberg;842;804;804;-;38;1469;1397;1397;-;72
14523390;Syrau;-;-;-;-;-;-;-;-;-;-
14523400;Tannenbergsthal;-;-;-;-;-;-;-;-;-;-
14523410;Theuma;358;355;355;-;3;511;502;502;-;9
14523420;Tirpersdorf;532;526;526;-;6;709;703;703;-;6
14523430;Treuen, Stadt;2286;2182;2176;6;104;4521;4318;4291;27;203
14523440;Triebel/Vogtl.;473;470;470;-;3;663;660;660;-;3
14523450;Weischlitz;1662;1605;1605;-;57;2729;2640;2640;-;89
14523460;Werda;552;516;516;-;36;789;744;744;-;45
14523470;Zwota;466;454;454;-;12;743;725;725;-;18
14524010;Bernsdorf;739;712;712;-;27;1145;1112;1112;-;33
14524020;Callenberg;1643;1586;1586;-;57;2547;2446;2446;-;101
14524030;Crimmitschau, Stadt;4747;4514;4508;6;233;12581;12083;11975;108;498
14524040;Crinitzberg;565;539;536;3;26;1021;965;918;47;56
14524050;Dennheritz;447;429;429;-;18;679;652;652;-;27
14524060;Fraureuth;1353;1319;1319;-;34;2851;2797;2797;-;54
14524070;Gersdorf;1100;1049;1049;-;51;2267;2178;2178;-;89
14524080;Glauchau, Stadt;5449;5207;5204;3;242;13986;13481;13475;6;505
14524090;Hartenstein, Stadt;1236;1191;1191;-;45;2319;2243;2243;-;76
14524100;Hartmannsdorf b. Kirchberg;376;364;364;-;12;626;598;598;-;28
14524110;Hirschfeld;362;350;350;-;12;576;547;547;-;29
14524120;Hohenstein-Ernstthal, Stadt;3148;2960;2957;3;188;8764;8344;8334;10;420
14524130;Kirchberg, Stadt;2112;1999;1999;-;113;4689;4457;4457;-;232
14524140;Langenbernsdorf;1218;1186;1186;-;32;1693;1645;1645;-;48
14524150;Langenweißbach;772;740;740;-;32;1376;1338;1329;9;38
14524160;Lichtenstein/Sa., Stadt;2618;2506;2506;-;112;7033;6745;6745;-;288
14524170;Lichtentanne;1793;1746;1743;3;47;3390;3303;3294;9;87
14524180;Limbach-Oberfrohna, Stadt;5291;5052;5049;3;239;14386;13801;13752;49;585
14524190;Meerane, Stadt;3575;3403;3403;-;172;9497;9132;9111;21;365
14524200;Mülsen;3145;3060;3060;-;85;6055;5905;5905;-;150
14524210;Neukirchen/Pleiße;1078;1052;1052;-;26;2234;2168;2153;15;66
14524220;Niederfrohna;754;732;732;-;22;1187;1146;1146;-;41
14524230;Oberlungwitz, Stadt;1494;1427;1427;-;67;3358;3197;3197;-;161
14524240;Oberwiera;357;347;347;-;10;515;499;499;-;16
14524250;Reinsdorf;1933;1881;1881;-;52;4228;4094;4094;-;134
14524260;Remse;538;523;523;-;15;959;923;923;-;36
14524270;Schönberg;300;287;287;-;13;425;409;409;-;16
14524280;St. Egidien;882;842;842;-;40;1838;1765;1765;-;73
14524290;Waldenburg, Stadt;1290;1242;1242;-;48;2255;2153;2143;10;102
14524300;Werdau, Stadt;5018;4793;4790;3;225;13643;13096;13019;77;547
14524310;Wildenfels, Stadt;1102;1054;1054;-;48;1986;1892;1892;-;94
14524320;Wilkau-Haßlau, Stadt;2071;1988;1988;-;83;6600;6375;6375;-;225
14524330;Zwickau, Stadt;14654;14019;14016;3;635;57264;55318;54811;507;1946
14612000;Dresden, Stadt;57052;55350;55288;62;1702;293963;288604;283280;5324;5359
14625010;Arnsdorf;1228;1178;1178;-;50;2250;2168;2168;-;82
14625020;Bautzen, Stadt;6252;5914;5914;-;338;23009;21929;21868;61;1080
14625030;Bernsdorf, Stadt;1691;1642;1642;-;49;3188;3102;3102;-;86
14625040;Bischofswerda, Stadt;2409;2254;2251;3;155;6383;6088;6001;87;295
14625050;Bretnig-Hauswalde;936;894;894;-;42;1466;1406;1406;-;60
14625060;Burkau;915;875;875;-;40;1256;1198;1198;-;58
14625070;Crostau;-;-;-;-;-;-;-;-;-;-
14625080;Crostwitz;305;292;292;-;13;360;344;344;-;16
14625090;Cunewalde;1431;1391;1391;-;40;2567;2509;2509;-;58
14625100;Demitz-Thumitz;848;836;836;-;12;1480;1441;1441;-;39
14625110;Doberschau-Gaußig;1279;1237;1237;-;42;2002;1930;1930;-;72
14625120;Elsterheide;1199;1135;1135;-;64;1616;1531;1531;-;85
14625130;Elstra, Stadt;889;858;858;-;31;1358;1314;1314;-;44
14625140;Frankenthal;323;304;304;-;19;446;424;424;-;22
14625150;Göda;1072;1034;1034;-;38;1488;1447;1447;-;41
14625160;Großdubrau;1351;1307;1307;-;44;2011;1934;1934;-;77
14625170;Großharthau;907;863;863;-;44;1321;1259;1259;-;62
14625180;Großnaundorf;333;326;326;-;7;479;469;469;-;10
14625190;Großpostwitz/O.L.;831;807;807;-;24;1454;1407;1407;-;47
14625200;Großröhrsdorf, Stadt;1665;1595;1595;-;70;3429;3298;3298;-;131
14625210;Guttau;555;537;537;-;18;764;737;737;-;27
14625220;Haselbachtal;1286;1246;1246;-;40;1914;1853;1853;-;61
14625230;Hochkirch;829;795;795;-;34;1125;1061;1061;-;64
14625240;Hoyerswerda, Stadt;4978;4826;4823;3;152;21089;20791;20749;42;298
14625250;Kamenz, Stadt;3153;2914;2914;-;239;8626;8071;8058;13;555
14625260;Kirschau;-;-;-;-;-;-;-;-;-;-
14625270;Königsbrück, Stadt;1212;1142;1139;3;70;2424;2295;2271;24;129
14625280;Königswartha;974;955;955;-;19;1956;1919;1919;-;37
14625290;Kubschütz;930;902;902;-;28;1245;1202;1202;-;43
14625300;Laußnitz;635;612;612;-;23;869;840;840;-;29
14625310;Lauta, Stadt;2725;2662;2662;-;63;4884;4790;4774;16;94
14625320;Lichtenberg;490;469;469;-;21;791;761;761;-;30
14625330;Lohsa;1788;1733;1733;-;55;2725;2643;2643;-;82
14625340;Malschwitz;1128;1102;1102;-;26;1509;1459;1459;-;50
14625350;Nebelschütz;334;331;331;-;3;438;429;429;-;9
14625360;Neschwitz;848;827;827;-;21;1120;1072;1072;-;48
14625370;Neukirch;563;551;551;-;12;796;778;778;-;18
14625380;Neukirch/Lausitz;1518;1450;1450;-;68;2560;2432;2432;-;128
14625390;Obergurig;702;687;687;-;15;983;965;965;-;18
14625400;Oberlichtenau;-;-;-;-;-;-;-;-;-;-
14625410;Ohorn;725;701;701;-;24;1115;1075;1075;-;40
14625420;Oßling;743;736;736;-;7;1007;997;997;-;10
14625430;Ottendorf-Okrilla;2916;2856;2856;-;60;4741;4627;4627;-;114
14625440;Panschwitz-Kuckau;571;547;547;-;24;828;792;792;-;36
14625450;Pulsnitz, Stadt;1988;1874;1874;-;114;3967;3724;3704;20;243
14625460;Puschwitz;268;259;259;-;9;456;444;444;-;12
14625470;Räckelwitz;325;316;316;-;9;384;375;375;-;9
14625480;Radeberg, Stadt;3726;3612;3609;3;114;9698;9438;9370;68;260
14625490;Radibor;1112;1097;1097;-;15;1438;1423;1423;-;15
14625500;Ralbitz-Rosenthal;499;474;474;-;25;602;571;571;-;31
14625510;Rammenau;462;453;453;-;9;618;606;606;-;12
14625520;Schirgiswalde, Stadt;-;-;-;-;-;-;-;-;-;-
14625525;Schirgiswalde-Kirschau, Stadt;2018;1957;1957;-;61;3290;3186;3186;-;104
14625530;Schmölln-Putzkau;1130;1084;1084;-;46;1584;1529;1529;-;55
14625540;Schönteichen;688;679;679;-;9;993;972;972;-;21
14625550;Schwepnitz;786;768;768;-;18;1285;1245;1245;-;40
14625560;Sohland a. d. Spree;2305;2247;2247;-;58;3409;3304;3304;-;105
14625570;Spreetal;685;671;671;-;14;919;876;876;-;43
14625580;Steina;582;565;565;-;17;780;754;754;-;26
14625590;Steinigtwolmsdorf;1043;1009;1009;-;34;1474;1405;1405;-;69
14625600;Wachau;1286;1258;1258;-;28;2066;2022;2022;-;44
14625610;Weißenberg, Stadt;1114;1056;1056;-;58;1532;1458;1458;-;74
14625620;Wiednitz;295;286;286;-;9;498;480;480;-;18
14625630;Wilthen, Stadt;1272;1232;1232;-;40;3200;3140;3140;-;60
14625640;Wittichenau, Stadt;1739;1674;1674;-;65;2514;2415;2415;-;99
14626010;Bad Muskau, Stadt;1007;946;946;-;61;2069;1957;1957;-;112
14626020;Beiersdorf;474;468;468;-;6;578;569;569;-;9
14626030;Bernstadt a. d. Eigen, Stadt;1184;1130;1130;-;54;1854;1782;1782;-;72
14626040;Berthelsdorf;608;596;593;3;12;756;741;738;3;15
14626050;Bertsdorf-Hörnitz;878;852;852;-;26;1126;1100;1100;-;26
14626060;Boxberg/O.L.;1568;1523;1523;-;45;2456;2391;2379;12;65
14626070;Dürrhennersdorf;337;330;330;-;7;566;556;519;37;10
14626080;Ebersbach/Sa., Stadt;-;-;-;-;-;-;-;-;-;-
14626085;Ebersbach-Neugersdorf, Stadt;3598;3448;3445;3;150;8241;7967;7927;40;274
14626090;Eibau;1538;1468;1468;-;70;2327;2216;2216;-;111
14626100;Gablenz;619;604;604;-;15;793;766;766;-;27
14626110;Görlitz, Stadt;8032;7747;7741;6;285;36979;35985;35680;305;994
14626120;Groß Düben;368;353;353;-;15;479;461;461;-;18
14626130;Großhennersdorf;-;-;-;-;-;-;-;-;-;-
14626140;Großschönau;1807;1736;1736;-;71;3381;3261;3261;-;120
14626150;Großschweidnitz;380;368;368;-;12;575;551;551;-;24
14626160;Hähnichen;511;498;498;-;13;641;621;621;-;20
14626170;Hainewalde;607;592;592;-;15;828;789;789;-;39
14626180;Herrnhut, Stadt;1418;1332;1332;-;86;2254;2101;2101;-;153
14626190;Hohendubrau;717;701;701;-;16;934;905;905;-;29
14626200;Horka;705;693;693;-;12;896;884;884;-;12
14626210;Jonsdorf, Kurort;594;571;571;-;23;852;803;803;-;49
14626220;Klitten;-;-;-;-;-;-;-;-;-;-
14626230;Kodersdorf;835;807;807;-;28;1205;1168;1168;-;37
14626240;Königshain;460;450;450;-;10;593;580;580;-;13
14626245;Kottmar;-;-;-;-;-;-;-;-;-;-
14626250;Krauschwitz;1217;1174;1174;-;43;1790;1738;1738;-;52
14626260;Kreba-Neudorf;381;369;369;-;12;467;445;445;-;22
14626270;Lawalde;688;672;672;-;16;885;863;863;-;22
14626280;Leutersdorf;1279;1234;1234;-;45;1940;1868;1868;-;72
14626290;Löbau, Stadt;3514;3343;3343;-;171;9757;9373;9333;40;384
14626300;Markersdorf;1444;1376;1376;-;68;1916;1830;1830;-;86
14626310;Mittelherwigsdorf;1368;1333;1333;-;35;1903;1836;1836;-;67
14626320;Mücka;399;387;387;-;12;505;487;487;-;18
14626330;Neißeaue;663;646;646;-;17;859;842;842;-;17
14626340;Neugersdorf, Stadt;-;-;-;-;-;-;-;-;-;-
14626350;Neusalza-Spremberg, Stadt;1193;1125;1125;-;68;1834;1713;1713;-;121
14626360;Niedercunnersdorf;589;566;566;-;23;779;740;740;-;39
14626370;Niesky, Stadt;2718;2651;2648;3;67;5291;5171;5141;30;120
14626380;Obercunnersdorf;725;696;696;-;29;939;900;900;-;39
14626390;Oderwitz;1730;1659;1659;-;71;2705;2573;2573;-;132
14626400;Olbersdorf;1164;1141;1141;-;23;3443;3404;3404;-;39
14626410;Oppach;803;779;779;-;24;1270;1231;1231;-;39
14626420;Ostritz, Stadt;824;779;779;-;45;1466;1377;1377;-;89
14626430;Oybin;575;547;547;-;28;838;792;792;-;46
14626440;Quitzdorf am See;506;484;481;3;22;640;608;602;6;32
14626450;Reichenbach/O.L., Stadt;1186;1148;1148;-;38;2082;2001;2001;-;81
14626460;Rietschen;974;943;943;-;31;1490;1429;1429;-;61
14626470;Rosenbach;584;572;572;-;12;780;756;756;-;24
14626480;Rothenburg/O.L., Stadt;1508;1448;1448;-;60;2599;2494;2494;-;105
14626490;Schleife;916;880;880;-;36;1338;1293;1293;-;45
14626500;Schönau-Berzdorf a. d. Eigen;467;455;455;-;12;834;810;810;-;24
14626510;Schönbach;467;446;446;-;21;617;587;587;-;30
14626520;Schöpstal;876;853;853;-;23;1142;1103;1103;-;39
14626530;Seifhennersdorf, Stadt;1285;1234;1234;-;51;2395;2294;2294;-;101
14626540;Sohland a. Rotstein;493;487;487;-;6;634;622;622;-;12
14626550;Strahwalde;-;-;-;-;-;-;-;-;-;-
14626560;Trebendorf;325;322;322;-;3;444;435;435;-;9
14626570;Vierkirchen;673;640;640;-;33;844;808;808;-;36
14626580;Waldhufen;954;910;910;-;44;1259;1200;1200;-;59
14626590;Weißkeißel;492;480;480;-;12;632;620;616;4;12
14626600;Weißwasser/O.L., Stadt;2682;2566;2566;-;116;10767;10366;10366;-;401
14626610;Zittau, Stadt;5458;5150;5135;15;308;19039;18214;17889;325;825
14627010;Coswig, Stadt;3505;3389;3386;3;116;11748;11450;11401;49;298
14627020;Diera-Zehren;1175;1131;1131;-;44;1747;1685;1685;-;62
14627030;Ebersbach;1462;1391;1391;-;71;2028;1921;1921;-;107
14627040;Glaubitz;613;594;594;-;19;838;790;790;-;48
14627050;Gröditz, Stadt;1189;1129;1129;-;60;4236;4137;4137;-;99
14627060;Großenhain, Stadt;4620;4382;4382;-;238;10568;10085;10085;-;483
14627070;Hirschstein;722;705;705;-;17;1053;1020;1020;-;33
14627080;Käbschütztal;862;824;824;-;38;1380;1316;1316;-;64
14627090;Ketzerbachtal;792;762;762;-;30;1279;1228;1228;-;51
14627100;Klipphausen;1828;1741;1741;-;87;2839;2712;2712;-;127
14627110;Lampertswalde;597;580;580;-;17;843;822;822;-;21
14627120;Leuben-Schleinitz;460;439;439;-;21;685;649;649;-;36
14627130;Lommatzsch, Stadt;1434;1340;1340;-;94;2953;2767;2767;-;186
14627140;Meißen, Stadt;4632;4365;4352;13;267;17725;16836;16566;270;889
14627150;Moritzburg;2479;2403;2403;-;76;3738;3579;3579;-;159
14627160;Nauwalde;334;322;322;-;12;455;437;437;-;18
14627170;Niederau;1181;1156;1156;-;25;1945;1911;1911;-;34
14627180;Nossen, Stadt;1827;1736;1736;-;91;3897;3712;3712;-;185
14627190;Nünchritz;1618;1574;1571;3;44;3134;3074;3059;15;60
14627200;Priestewitz;1036;1006;1006;-;30;1559;1519;1519;-;40
14627210;Radebeul, Stadt;7150;6920;6920;-;230;17055;16506;16415;91;549
14627220;Radeburg, Stadt;1903;1833;1833;-;70;3749;3608;3608;-;141
14627230;Riesa, Stadt;5359;5150;5150;-;209;19926;19396;19396;-;530
14627240;Röderaue;928;903;903;-;25;1480;1446;1446;-;34
14627250;Schönfeld;592;578;578;-;14;803;785;785;-;18
14627260;Stauchitz;1046;1014;1014;-;32;1558;1513;1513;-;45
14627270;Strehla, Stadt;1176;1128;1128;-;48;2047;1960;1960;-;87
14627280;Tauscha;455;437;437;-;18;646;622;622;-;24
14627290;Thiendorf;725;688;688;-;37;1029;986;986;-;43
14627300;Triebischtal;1348;1304;1304;-;44;2040;1980;1974;6;60
14627310;Weinböhla;2926;2859;2856;3;67;4861;4731;4683;48;130
14627320;Weißig a. Raschütz;307;303;303;-;4;395;391;391;-;4
14627330;Wildenhain;-;-;-;-;-;-;-;-;-;-
14627340;Wülknitz;575;556;556;-;19;881;856;856;-;25
14627350;Zabeltitz;-;-;-;-;-;-;-;-;-;-
14627360;Zeithain;1691;1638;1638;-;53;3240;3123;3123;-;117
14628010;Altenberg, Stadt;2641;2467;2464;3;174;4663;4402;4396;6;261
14628020;Bad Gottleuba-Berggießhübel, Stadt;1648;1570;1567;3;78;3087;2953;2950;3;134
14628030;Bad Schandau, Stadt;792;736;736;-;56;1828;1725;1725;-;103
14628040;Bahretal;665;647;647;-;18;1088;1060;1060;-;28
14628050;Bannewitz;2640;2576;2573;3;64;5109;4968;4873;95;141
14628060;Dippoldiswalde, Stadt;2516;2369;2369;-;147;5256;4941;4911;30;315
14628070;Dohma;568;559;559;-;9;962;953;953;-;9
14628080;Dohna, Stadt;1579;1518;1518;-;61;2946;2836;2836;-;110
14628090;Dorfhain;351;338;338;-;13;552;521;521;-;31
14628100;Dürrröhrsdorf-Dittersbach;1279;1221;1221;-;58;2123;2031;2031;-;92
14628110;Freital, Stadt;7261;7062;7055;7;199;21203;20684;20571;113;519
14628120;Geising, Stadt;-;-;-;-;-;-;-;-;-;-
14628130;Glashütte, Stadt;1981;1901;1901;-;80;3689;3539;3539;-;150
14628140;Gohrisch;665;645;645;-;20;1083;1053;1053;-;30
14628150;Hartmannsdorf-Reichenau;376;364;364;-;12;552;536;536;-;16
14628160;Heidenau, Stadt;2082;2019;2019;-;63;9580;9419;9419;-;161
14628170;Hermsdorf/Erzgeb.;289;280;280;-;9;482;470;470;-;12
14628180;Höckendorf;815;783;783;-;32;1447;1388;1388;-;59
14628190;Hohnstein, Stadt;1125;1063;1063;-;62;1799;1691;1691;-;108
14628200;Kirnitzschtal;670;649;649;-;21;1054;1024;1024;-;30
14628205;Klingenberg;-;-;-;-;-;-;-;-;-;-
14628210;Königstein/Sächs. Schw., Stadt;675;636;636;-;39;1520;1391;1391;-;129
14628220;Kreischa;1238;1194;1191;3;44;2218;2138;2126;12;80
14628230;Liebstadt, Stadt;459;430;430;-;29;701;660;660;-;41
14628240;Lohmen;889;876;876;-;13;1553;1518;1518;-;35
14628250;Müglitztal;636;614;614;-;22;1047;998;998;-;49
14628260;Neustadt i. Sa., Stadt;2975;2824;2824;-;151;7306;6991;6991;-;315
14628270;Pirna, Stadt;6385;6141;6141;-;244;22010;21240;21234;6;770
14628280;Porschdorf;326;320;320;-;6;636;620;620;-;16
14628290;Pretzschendorf;1213;1137;1137;-;76;2143;2025;2025;-;118
14628300;Rabenau, Stadt;1153;1111;1111;-;42;2194;2130;2130;-;64
14628310;Rathen, Kurort;159;144;144;-;15;251;230;217;13;21
14628320;Rathmannsdorf;283;276;276;-;7;575;541;541;-;34
14628330;Reinhardtsdorf-Schöna;477;455;455;-;22;773;745;745;-;28
14628340;Rosenthal-Bielatal;588;567;567;-;21;835;811;811;-;24
14628350;Schmiedeberg;1195;1140;1140;-;55;2366;2250;2250;-;116
14628360;Sebnitz, Stadt;2011;1914;1914;-;97;5143;4891;4891;-;252
14628370;Stadt Wehlen, Stadt;501;468;468;-;33;898;846;846;-;52
14628380;Stolpen, Stadt;1681;1574;1574;-;107;2822;2649;2649;-;173
14628390;Struppen;831;807;807;-;24;1259;1218;1214;4;41
14628400;Tharandt, Stadt;1464;1384;1378;6;80;2685;2528;2467;61;157
14628410;Wilsdruff, Stadt;3381;3235;3226;9;146;6685;6398;6339;59;287
14713000;Leipzig, Stadt;59522;57817;57744;73;1705;328089;321276;316066;5210;6813
14729010;Bad Lausick, Stadt;2344;2246;2246;-;98;4320;4095;4095;-;225
14729020;Belgershain;1014;996;996;-;18;1606;1588;1588;-;18
14729030;Bennewitz;1632;1585;1585;-;47;2472;2404;2404;-;68
14729040;Böhlen, Stadt;1328;1282;1282;-;46;3819;3721;3721;-;98
14729050;Borna, Stadt;3797;3667;3667;-;130;12122;11807;11807;-;315
14729060;Borsdorf;1980;1944;1944;-;36;4050;3965;3965;-;85
14729070;Brandis, Stadt;2850;2791;2791;-;59;4714;4600;4600;-;114
14729080;Colditz, Stadt;2674;2550;2550;-;124;5099;4890;4881;9;209
14729090;Deutzen;403;403;403;-;-;1048;1048;1048;-;-
14729100;Elstertrebnitz;477;470;470;-;7;636;623;623;-;13
14729110;Espenhain;678;660;660;-;18;1299;1281;1281;-;18
14729120;Eulatal;-;-;-;-;-;-;-;-;-;-
14729130;Falkenhain;1212;1172;1172;-;40;1737;1685;1685;-;52
14729140;Frohburg, Stadt;3345;3241;3241;-;104;5138;4974;4974;-;164
14729150;Geithain, Stadt;1393;1325;1325;-;68;3329;3166;3166;-;163
14729160;Grimma, Stadt;7168;6865;6865;-;303;14535;13985;13976;9;550
14729170;Groitzsch, Stadt;2143;2063;2063;-;80;4240;4090;4090;-;150
14729180;Großbothen;-;-;-;-;-;-;-;-;-;-
14729190;Großpösna;1959;1911;1911;-;48;2405;2339;2339;-;66
14729200;Hohburg;908;880;880;-;28;1291;1246;1246;-;45
